label,APCA_0,APCA_1,APCA_2,APCA_3,APCA_4,APCA_5,APCA_6,APCA_7,APCA_8,APCA_9,APCA_10,APCA_11,APCA_12,APCA_13,APCA_14,APCA_15,APCA_16,APCA_17,APCA_18,APCA_19,APCA_20,APCA_21,APCA_22,APCA_23,APCA_24,APCA_25,APCA_26,APCA_27,APCA_28,APCA_29
8,-2.023337952852877653e+00,6.639252647123404794e-01,-7.446592006556860266e-01,1.274498884550667288e+00,1.921150495519962087e+00,-2.163722225643921249e+00,-8.359412445566126726e-01,-3.264882759772403942e-01,1.605017230268903417e+00,2.779207980631824837e-01,-2.527457748108103419e-01,-4.508450090775160679e-01,-6.100390438758415135e-01,1.048930113431550737e+00,-4.571610378594979651e-01,-4.396647942068951931e-01,-2.359214169674863082e-01,8.463206144190510427e-01,2.620782058838330819e+00,5.367385295800445322e-01,1.333891372079127446e+00,3.080078879721227514e-01,-9.922269118361406459e-01,4.008868429048608184e-01,-5.495688941808284100e-02,6.903116319442005322e-01,-5.183933421436837108e-01,5.062151340587325299e-01,1.780292838282555579e-01,1.184267114761475836e-01
7,-1.902488523349348259e+00,5.462596170804255857e-01,4.040993006355109718e-01,2.530518873899018306e+00,1.746125418639713267e+00,4.781323306803708650e-01,-5.967471793991444562e-01,-6.967900578711251347e-01,-6.581205846918482261e-02,1.006958117094375549e+00,3.577530253476023381e-01,3.387520020456687431e-01,4.877481590234892250e-01,-5.408131460189657957e-01,7.207809085250597991e-02,4.666790496889062223e-01,1.068538950332902082e-02,1.546462607271666068e+00,6.531290296388028160e-01,-1.410864066671652095e-01,-7.211882023242593975e-01,-4.286903861953064721e-01,-9.296669189200301719e-01,6.942309747652374297e-01,-1.213627409125252604e-01,7.847176829785701413e-01,4.952277194047823294e-01,9.012145480934699027e-01,-2.737017412959861784e-01,-1.506123205304552570e+00
1,4.041200292871897304e+00,2.026831556131713175e+00,-9.835384356656284854e-02,5.735537110674017169e-01,-2.730784419807877339e-01,-1.302921434574665360e+00,4.160940862974799592e-01,-8.536320147300978378e-02,3.135980251280626740e-01,-1.090087175180556173e-02,-6.038994169518697719e-01,7.694031471637202690e-01,2.356765077775898817e-02,4.745076599801210243e-02,3.744074613668478269e-01,-5.845135757891521955e-01,-5.911941482204551290e-01,-5.535469053355963620e-01,6.481179048755736360e-02,-1.026358836171305106e-01,-5.645137436652543084e-01,2.429616214641925898e-01,-3.754350534236974846e-01,-1.833630416259684204e-01,5.015821004403610006e-01,-5.933804448910824300e-03,-6.509768663992497872e-01,-1.262936371386919610e-01,-1.296629333918276838e+00,-6.618471840082527924e-02
7,-1.671508847951694632e+00,9.997766778750100114e-02,9.230724326575956429e-01,1.098402252990850814e+00,7.440563822841630426e-01,-1.024183271817214802e+00,2.606684890788498521e+00,2.979062256312114965e-01,-1.583821422840092641e+00,-1.442167499401154906e-01,-1.172857322651623679e+00,-7.863136912082817620e-01,7.231848885999651033e-01,-3.027865483022032511e-01,-1.575209122524057481e-01,-2.278385313784023480e-01,1.225023498450068110e-02,1.257083409199793333e+00,-1.076450532219160205e+00,-1.171449179932422258e+00,-5.281672895647102073e-02,-7.830618294263403945e-01,8.288090118906891179e-01,1.167944424262785219e+00,1.005942267517336619e+00,-3.419659641907170644e-01,1.288618230872520032e+00,4.142560859791421385e-02,-2.232706506247567613e-01,7.260141002025405355e-02
7,-2.005352078868287258e+00,1.091242904788617407e+00,5.599690966146481097e-01,1.454261432091205064e+00,3.777481259091037824e-01,1.580267834391170911e+00,9.748390736725301986e-01,9.495460721901997081e-01,-9.783077282598978686e-01,-5.397190367939437572e-02,-5.037613363617668982e-01,-4.466940811711450632e-01,-7.294898200238011388e-01,-2.772541183878810545e-01,9.054216230373115515e-01,1.109579025100913552e-01,4.432320154574154181e-01,-3.256644037426981164e-01,-1.422513881772453859e+00,8.422233986254543670e-01,-1.031800700456795061e+00,-1.301110196508463268e+00,-1.182190918729810747e+00,-2.580473066617870459e-01,-6.646145901002165068e-02,7.296936649620869852e-01,-7.092449473494446543e-01,4.735495789149840040e-01,-3.471270716671243095e-01,-6.400705696668883282e-02
10,-2.818559937480532351e+00,9.591669636901229978e-01,-7.211849985008801367e-01,1.685960722969480852e+00,2.988676592637335094e+00,-7.140263227751106889e-01,-2.317360372192527607e-01,-5.867330934138952347e-01,-6.395602876812512827e-01,-4.526764276166327372e-01,-5.477213557088214113e-01,-1.313329724189022718e+00,1.040587426692234807e+00,4.879379625200740977e-01,-4.047676180680508939e-01,2.812807209912286943e-01,4.035809658193977856e-01,1.729148887535327528e-01,4.512222835857981895e-01,1.709530841621641040e+00,-2.019257843888284221e+00,2.025987250398827655e+00,-1.492789986683291104e-01,-7.300368066646840681e-01,9.440632943307063485e-01,4.262806450645844625e-01,9.623260597489395607e-02,-2.827933438296770241e-01,-1.277998160821896823e-01,1.493659250785588588e+00
7,-1.320751597166933244e+00,2.423104539600876295e-01,1.562311369216934587e+00,-9.285178997290853831e-01,-1.692331408626973399e+00,7.990207034156555643e-01,-6.006893871344098912e-01,8.998754073061762115e-01,1.407866736525421603e+00,-1.560266648992558070e+00,-1.201843858517352093e+00,1.146708020118547333e+00,-2.850432581917596297e-01,-6.813934578035458767e-01,7.963942975883286923e-01,1.726274212783959483e-01,1.173185058687338023e+00,5.682578616587682374e-01,1.046298796460886971e+00,8.194624288186815875e-01,2.002491295176437980e+00,1.027416764774418789e+00,-4.274221509339062863e-01,1.871434064864340829e+00,-4.871183089882493156e-01,-1.812683467372672441e-01,-2.128626575129905635e-02,-6.184519505441075093e-01,-1.437026923977547666e-01,-2.462507399827722210e-01
7,-2.515643140568763148e+00,5.941710294310682539e-01,1.151625493846427206e+00,-1.013169911668415496e-01,4.997294015933579359e-01,1.069015441417603407e+00,6.700823192133139976e-03,-5.449987815611352371e-01,6.302269415328249913e-01,-9.524178008827769437e-01,-2.507777760852257232e-01,-3.530851714157883792e-01,-8.646509055601778737e-01,-1.630631208478284244e-01,3.765628366895754087e-01,9.305443177612808536e-02,-1.487206949046480653e-01,-1.401822211029772058e-01,-7.993206675881747367e-03,-2.588586142708523274e-01,-1.732760650836513205e+00,-6.292916241649620934e-01,-2.363180124272145632e-01,3.830992512570358804e-02,-5.354983660162292436e-01,6.426280102841629427e-01,1.793070654584695556e-01,1.212491888263699469e+00,3.661338924191053223e-01,-1.521282394867989607e-01
7,-2.690515165910735362e+00,3.191479733290518150e-01,1.598636916187451629e+00,1.416846495304381781e+00,4.470172901199250259e-01,1.476721729559427265e+00,1.476645673117206403e+00,-2.407537611272580480e-01,-1.220555765281436278e+00,1.500525544416258406e+00,-5.051143655968598489e-01,1.869972574212848959e-01,5.518197073557474797e-01,-3.130108401104136906e-01,3.384103235612700433e-01,6.178294278047335303e-02,-4.024013107166173886e-01,7.362003050094076406e-02,-9.409756882769643171e-01,1.175397925329574322e+00,-7.306726897770463580e-01,1.165975297052797677e+00,9.530382466081815940e-01,6.072811558838178136e-01,-3.925962956690285388e-01,7.595009138787258696e-01,4.676084545312671481e-01,-2.895051036418863077e-01,2.573435254674701911e-01,-3.806048396050875082e-01
8,-2.283573773431596177e+00,1.237931434250224561e+00,1.299641391621665365e+00,1.404202165200437280e+00,4.142440852765595927e-01,-4.136795016908607070e-01,1.004417378284784501e+00,2.298373576925991368e-01,2.688829352062606717e-02,-8.734563176822998098e-01,4.958374498600036651e-01,1.062854356061603500e+00,-1.349166429415438462e-01,-7.392362810649827365e-01,4.834942611033304360e-01,-2.846199861809224907e-01,-1.633690131686329039e+00,-4.622818198606215567e-01,-1.335127117440927103e-01,-9.890839448079434826e-01,-1.459148633899257086e-01,-6.512335105556386894e-02,-2.670009646947478221e-01,-1.558364035357518329e+00,-3.993901881162604250e-01,2.952895074512507101e-01,-1.192652457196325066e+00,3.269198829830140540e-01,-1.310495595853054807e-01,4.054571522908897441e-01
7,-1.869879715934808173e+00,8.423780008375082451e-01,1.068357640036594836e+00,-1.267448112198628740e+00,-1.311830329806608741e+00,-1.051996835318093959e+00,9.626898548748116236e-01,-9.551687644180983927e-01,-4.384613068350632359e-01,-4.142240989129951090e-01,4.605494144355395392e-01,1.602478971918965822e+00,-9.684226073489200781e-02,1.893126039012892337e-01,4.649951227206880477e-01,-6.463173854838809573e-01,-8.087400972840990132e-01,-5.188211873246773020e-01,2.466715552571593084e-01,-7.846678297646460243e-02,2.094086672072389688e-01,-2.737026897551230742e-01,-7.199724758732414798e-02,-1.028704073403391650e+00,-6.620796500564354314e-01,2.631557041856315005e-01,-5.923632968578032010e-01,-9.103424043819454692e-01,1.651364745302957571e-01,-1.187888589565276320e-01
8,-3.267403145049756485e+00,9.062178416504675094e-02,8.237614451748185296e-01,1.657897291529253136e+00,8.356381632757231559e-01,-3.427391887061982945e-01,-5.603260343047828940e-01,-1.686590837177686930e-01,9.397068072610748057e-01,-6.376792627031535599e-02,-1.180167290883770009e-01,-1.102267008446809228e-02,-4.073604586536779676e-02,-7.010058540766600510e-01,-2.015831231094621645e-01,-2.520064819409196799e-01,-4.071060616416913303e-02,7.746382933097551993e-01,9.246842711804844628e-01,-9.816665191538774815e-01,2.576511001172323012e-01,4.681927150443359054e-01,3.054207223962408513e-01,7.347677060441101249e-01,6.230284869629788558e-01,5.017829613156565838e-01,-3.110441532245158958e-01,9.462151982083762958e-01,-1.689012526491958932e-01,-1.015130304489873847e+00
7,-2.877355738199393720e+00,1.176502595243220650e+00,1.235050226785447292e+00,1.918375647345984092e+00,2.555833826967748301e-01,-2.036150921826030302e+00,4.590076707101282127e-01,1.207120066922233448e-01,1.742390100060968727e+00,1.178774710128047021e+00,-2.410803333185386865e+00,-1.094011398734251239e+00,-9.850460852854958649e-01,4.602554366586872892e-01,5.918014617314021342e-01,-5.257614082086319307e-01,2.198528462032297293e-01,-6.183724564399013524e-01,-4.344744377621666542e-01,-6.425486434983873618e-01,-6.938481587364443703e-02,5.629583249138873091e-01,-9.494576240713287207e-01,-1.050682547541329948e+00,-4.337354397923531835e-01,-6.956159844465936715e-01,-4.672222508061929513e-01,-2.081953751466916747e-01,1.306711879858604708e-01,-2.607411478502370539e-01
5,-1.255500874085672125e-01,-2.281706727364751774e+00,-6.017629841916066979e+00,2.844133140140097993e+00,-1.446790883735669775e+00,9.682116614253213349e-01,1.444233539681261780e+00,6.431455896360829261e-01,-1.078956989100839703e+00,-1.483704883164440047e-01,2.341867613298329320e-01,7.728879230616482188e-01,-6.936445471272171259e-01,-1.142896539219979690e+00,-2.020017299151378953e+00,1.124404196282531965e+00,-6.677719581927795689e-01,-5.201570098679630938e-01,1.237046741011130768e+00,2.080048929968586258e+00,-3.434614958740548896e-01,-1.141387351334492983e+00,1.089555983604435951e+00,-8.776378480201204590e-01,-3.151248338502950497e-01,1.983846905368067959e-01,6.621059676714294850e-01,-2.509818945801086110e-01,6.859353461274440011e-01,-1.376890508205265817e+00
7,-2.322394749871938835e+00,6.663475675197603199e-01,1.694226114235921621e+00,-5.678165586310291585e-02,1.643074550522974075e-01,-4.298952913905405016e-01,4.457789302537704806e-02,6.750951090039823965e-01,6.212574112259916514e-01,-1.410616107164447630e+00,5.344130958132983222e-01,-5.422886735290921578e-02,2.547129702367804338e+00,-3.777972216899561086e-01,-4.373034716348483397e-01,2.428318958000500738e-01,-3.318679200921716976e-01,-1.426512124862487074e-01,7.330971399684179657e-01,-1.719700972280875151e+00,7.248042217354101480e-01,9.300869664912756463e-01,5.727950091783825526e-01,-6.087221349776883450e-01,5.484810080629795026e-01,1.839360515591880629e+00,-4.407205901736705456e-01,1.096406194513880106e+00,3.460364728020799419e-01,-5.546259814648699660e-01
1,4.185580686944261330e+00,2.287247982048899342e+00,-4.188916979561611020e-01,6.637406202756018780e-01,3.536813275079461194e-01,1.563795191174844890e-01,5.033739265225855020e-01,1.449176521610769375e-01,8.221078747098762296e-01,5.365110726056847579e-01,-1.755454068061159667e+00,7.630482322456548783e-01,6.235312341441170414e-01,-1.617215706389683927e+00,3.427630745907795373e-01,-6.315515375214478810e-01,1.199172426028573546e-01,-1.324632716182327363e-01,2.660288443997542718e-01,-1.114210188424182846e-01,2.881208360364655441e-01,8.237703647878177882e-02,-7.418707431857922696e-01,-9.532463648741966722e-01,9.788775729066435671e-01,7.968794302292093734e-01,3.757682220956622965e-01,-8.996744385544531708e-01,8.442865638999282885e-01,-6.394437257848200051e-01
7,-2.717561109260419716e+00,1.271257292064845945e+00,1.772513859686835946e+00,1.764985354190740763e+00,1.023210598035319441e+00,-3.334105012944678093e-01,-1.913368890415542006e-02,-1.393236574354786761e+00,1.711606365292599241e+00,-4.049956481749396597e-01,5.333992296067781025e-01,9.898237640347327115e-01,4.799535700817631478e-01,-9.386313538799585521e-01,-1.049645689889873390e+00,-1.869744140541550914e+00,8.138084899955924101e-01,8.328958773509290703e-01,-4.933197706696357820e-01,-6.860543446932184652e-01,1.260283873397289589e-01,4.254907708119049989e-03,-1.102075166969779918e+00,3.181191905610707971e-01,-6.175599284301546144e-01,5.775084908577281934e-02,-1.600142184781835897e-01,3.752494354411563537e-01,4.196731184204797183e-01,2.564792167748997653e-01
7,-2.289845832090302125e+00,7.712972108731930287e-01,1.369271739013907307e+00,1.639433699056183968e+00,3.774439451823451974e-01,1.339548608399026008e+00,1.120323837338936951e-01,-8.913940272683953392e-01,7.718978649934092884e-01,-7.404530028911461281e-01,-5.273921250544808675e-02,9.686454765403923473e-01,-3.802224158933800724e-02,-4.084175520140531090e-01,-1.657095102444626766e+00,1.060860485368872341e+00,-5.826956030833152500e-02,1.006349930271394078e+00,-1.146895584190367856e+00,-4.095123836210614598e-01,7.816633011681991539e-01,3.665021891931859455e-01,4.574265234929810187e-01,-4.604294943025252079e-02,5.124934993056614596e-01,8.661617267402447334e-03,-8.795991984300717270e-01,-5.644250761739120353e-02,-1.631386080936954586e-01,-4.611387019229148954e-02
7,-3.448606978599172646e+00,6.645997995596371055e-01,-1.340369909766199852e+00,-1.739430501690058417e+00,-2.527707869786814499e+00,-7.976997957631434266e-01,1.018044060529100125e+00,1.226839612368719190e-01,5.704332247316280524e-01,1.364078897608585583e+00,1.486190362851311786e+00,1.171478707159088861e+00,6.399549889170252914e-02,-9.172447592028331043e-01,-3.071856311880978740e+00,-6.456756192899857361e+00,4.794389712047262719e+00,-9.288239433580846027e-01,9.877346139405497327e-01,-5.661693745836523517e-01,-4.273707153600934672e-01,-9.249693712204637430e-01,1.353805218159531032e+00,9.047749837505669745e-01,-1.181460494938628702e+00,-1.351004340283745941e+00,-9.776029589536080477e-01,-1.851528852978213902e+00,8.114848745298337551e-01,-3.216734415817015802e-01
8,-3.391644729640557632e+00,9.020897684344481027e-01,6.454162236637513983e-01,1.199755631083661678e+00,-5.107531777474441648e-02,-9.510813721665110076e-01,-8.986854620371541591e-01,6.833063662381043679e-01,1.558476326392484346e+00,1.262220854479983168e-01,-1.046423385288572927e+00,-1.249726886142944887e-01,-7.373458982007067286e-01,4.885784751761226841e-01,4.542507830669733626e-01,6.170522493157311050e-01,-7.019083077871852705e-01,7.475177830550197022e-01,1.010291928822647511e+00,-1.510950718365489331e+00,-5.754966874340584626e-01,-6.618971392401425957e-01,5.936899210055792686e-01,7.875741222415326703e-01,-4.068879693258693475e-01,2.491521236644274606e-01,-2.002676188461341156e-01,-6.423738277589299828e-02,-7.266931587650516944e-01,-5.023861359291533768e-01
7,-7.127763248801616269e-01,-4.972190234758530614e-02,1.316485030041528059e+00,-1.011584624578421465e+00,-1.445682536190077139e+00,1.288894060695277011e+00,-8.019323747722435503e-01,5.776022151586751585e-01,1.156923395351466599e+00,-1.457203271329309713e+00,-2.881197753515734039e-01,-2.722289821690343503e-01,-8.597538007708425134e-01,-9.018913837593043326e-01,7.271327219816473564e-01,1.580889343402566150e-01,1.383234598640000312e+00,6.903809917219765335e-01,3.225383365193147389e-01,9.642419349511224258e-01,1.269929136102682543e+00,4.598459477695918118e-01,-9.348913154364913991e-01,1.100888844256435295e+00,-8.061409362331776185e-01,1.240777878728476002e+00,-1.638844628101825962e-01,1.079292138037061033e+00,-1.321097921300172340e+00,-1.164119834699918060e-01
7,-2.528504005629503837e+00,3.669869598231502716e-01,1.823916190113343383e+00,2.377287292713558653e+00,1.696913888611120969e-01,6.290226205693768557e-01,9.174216161505027722e-01,2.020553348672967653e-01,-1.388043364834038895e+00,-7.943045088496266670e-01,-1.055661530482439048e+00,5.642775494574525652e-01,1.118788150149460980e+00,-9.863100093731900220e-01,-1.193672525032611453e+00,8.918317913069202518e-01,1.101843483482047414e+00,-1.902166106168971804e-01,-6.036393266754891407e-01,3.703889594837745936e-01,1.546308274281137096e-01,6.319509692399873924e-01,6.719410749284366879e-01,-4.224319863286166155e-01,-2.174805693454208710e-01,-2.685362335989066596e-01,-5.838053540370893302e-01,-5.623406392581303814e-01,1.128876687964553760e+00,6.266335715431616826e-01
7,-2.568112819121908252e+00,9.526320786758861736e-01,4.590648577739841474e-01,2.375648135460268762e+00,8.823963596683449540e-01,-8.205686439034793889e-01,7.485008433338038447e-01,-1.930493734919949966e-01,-7.038044456696718187e-01,6.888893842405696688e-01,1.938436692784998028e-01,4.017164484193455620e-01,-8.329240486076238126e-01,8.099099199876725885e-01,-5.455228526185225135e-01,8.661833053647947089e-01,1.821013796049412992e-01,2.649920304047955755e-01,-1.998832105819268845e+00,8.119345533029289144e-03,-8.920164646133512676e-01,-6.080405388589005256e-02,-4.801555816697682944e-01,4.134885371430405687e-01,1.147453897679500540e-01,3.935681955945862787e-01,-3.466549125038217299e-02,1.197835754029360766e-01,-6.217797040080524917e-01,-6.743152038976865104e-01
8,-2.233798518894444474e+00,6.240349503361506400e-01,1.060874240032901428e+00,1.954356680800498181e+00,2.104251951019769640e-01,-1.836132106836197986e-01,1.045428449855037467e+00,-9.664793244117838578e-01,1.435151971861452269e+00,-3.176191010246648960e-01,7.538578063817424901e-02,2.747133809705971652e-01,-1.421459644626548724e-01,-4.175434928346752894e-01,7.776623392059068829e-01,3.924971443170210406e-01,-4.565262469889605490e-02,1.272227708920224132e-01,3.505911858448169105e-01,4.502301425454394157e-01,1.503455934679975403e+00,3.903010202339559087e-01,1.304655892980783882e-01,-9.305760094080818279e-01,1.755475528353365447e-03,-4.374635588095824312e-01,-6.947222074477857889e-01,-2.195631324709203247e-01,-1.318900784735676235e-01,-9.437074651947560122e-01
8,-3.728615322962779199e+00,1.439696202603587105e+00,1.814592543450160855e+00,2.106300836555381473e+00,1.393541408068704301e+00,-4.326085687238197530e-01,7.499363906650087230e-01,-1.180698595317205113e+00,-5.218357138639345694e-01,1.914730623717229019e-01,2.141486290176166651e-01,7.174825027576470227e-01,-5.775183294899433745e-02,-7.321766310773250019e-01,-1.135670576359872230e+00,-2.355124157552574538e+00,9.694545431867458429e-01,-5.122561873032086543e-01,-4.648930991299476956e-01,-1.283347718100477097e+00,5.512383479746113535e-01,4.399418150469485561e-02,1.389043101812460934e+00,-3.142958655755557773e-01,-2.575500405087730593e-01,5.405013005027194950e-01,-4.952901484273614652e-01,-9.144703415588422146e-01,-1.104039485994074282e-01,1.602771391074651885e-01
7,-2.766698261291648198e+00,6.879865966938133459e-01,1.173834144647696531e+00,1.257920243758305467e+00,2.551079335711826240e-02,2.811541429356027022e-01,2.366659115723960261e-01,6.175646539393263995e-02,8.937700141828367473e-01,3.227810212289511926e-01,1.006015339902050221e-01,1.891404028889780153e-01,4.305116247406468900e-03,-6.284004364123149111e-01,7.444939978220684040e-02,-2.784708605068991205e-01,-9.636775295169128230e-02,3.786690891617643939e-01,-9.234700736404587440e-01,-1.388784208076315752e+00,1.447797877092612540e-01,2.006106627738733383e+00,1.504703770735604351e+00,1.521861348992064267e+00,-7.244062620940526775e-01,5.891418635579236396e-01,2.816017364190327998e-01,-4.837897803520251339e-01,4.438244111397030012e-01,-6.579764867930308625e-02
8,-2.900041725872583243e+00,1.296404284771653481e+00,1.779517857412432846e+00,1.984971273129445546e+00,1.084857503863010608e+00,-3.605009169090741539e-01,7.555250029917597032e-02,-5.938086725573351599e-01,2.995215030373091225e-01,-1.184647593784158515e+00,-1.597564919177777154e-01,-5.939817053091377419e-01,-1.281153146057433467e+00,-7.039706059290207207e-02,-2.393638023780207957e-01,-2.976048975893568205e-01,3.660387549010268304e-01,8.314106228722716319e-01,1.176348129408284038e+00,-1.359730201122528737e+00,4.264849822324370265e-01,1.691491706870216494e-01,7.879456000779476721e-01,6.407182132684445808e-01,6.571856463535028503e-01,6.290933815758192882e-02,2.578281774451042785e-01,-1.462217299390431435e+00,6.974676902327850425e-02,-2.102118220225874801e-01
9,-9.707924850290527985e-01,1.235649005245956333e+00,-7.909146318704168843e-01,-2.289796941882937531e-01,-1.142439272983618359e+00,-1.405892974726201450e+00,1.051962844104227690e+00,6.325350447673944339e-03,1.093169835635481313e+00,-4.298130887463830763e-01,2.632724040299210255e-01,-1.210531028763139005e+00,-8.637854161174445267e-01,-5.906890246926302934e-01,-1.224652010627258480e+00,-2.782391594319056249e+00,6.870680829483034602e-01,-6.444123362901030827e-01,1.334119420685891289e+00,1.439665150747015510e+00,-5.387166753329123425e-01,3.654703869382127102e-01,-1.416347887574358200e-01,-1.115429572156549226e-01,7.042964569705595368e-01,-6.570755871415877580e-01,1.027881124215603181e+00,4.364804949886054442e-02,-4.604110442724101970e-01,-1.632644991523424682e+00
9,-3.901225972665958719e-01,-8.142527715294466395e-01,-5.969126440838516068e+00,1.555374927516913308e+00,-7.842430211470077239e-01,1.554090387094565928e+00,1.018276033470805197e+00,7.941522953789751371e-01,2.659186952365215628e-01,-9.574247778546142451e-02,1.133259522031575761e+00,-8.128969344427718069e-02,1.441123714075997153e+00,-2.260267325176205377e-01,5.009590189768825530e-01,7.448294445469144653e-01,-5.061400796035360194e-01,-4.381425472018920519e-01,6.908861946825237688e-01,7.744977948904845366e-01,-1.795295676568050003e-01,-4.464899263585356826e-01,9.026685542036412269e-01,-3.642769913640921398e-01,-6.407737251061618178e-01,-1.304681173500923386e-01,-2.266217024017276316e-01,-4.784400027819801227e-01,9.798813543189854869e-01,-9.480965236104420546e-01
3,3.242228147810664929e+00,-6.245581199333223310e+00,9.292388157769114754e-01,-5.651712729980532535e-01,5.332656596242741909e-01,9.994084290079793265e-01,-9.070636976874252300e-01,-7.209896766035109872e-01,-3.848039729391396491e-01,3.214400860818496519e-01,3.029220395668503762e-01,2.861066849846614080e-01,-7.897164216079476384e-01,6.535667837690682935e-01,3.699923569589418371e-01,-1.903004552753370937e-01,1.194130796015737683e+00,2.010491877222725099e-01,-2.314556918427516929e-01,6.381857391668734059e-02,-7.574946774912231229e-01,8.569634576265485748e-01,2.445168151056321681e-01,-2.383920002117630443e-01,4.442835874078565617e-01,1.745848504425559222e-01,3.936261583158096045e-01,6.437352276929638739e-01,-1.172918132148787623e-01,-5.733899038951206784e-01
8,-2.653566869788714033e+00,8.797840566469242729e-01,1.173773652774273923e+00,8.284558812154091401e-01,4.477619137159834506e-01,7.913645991824937997e-01,4.184232534354544453e-01,2.556146191370674559e-01,2.227196177543787625e-01,-7.021864810566255111e-01,2.242784957346413699e-01,9.693380894124146163e-01,-7.673168459104634520e-02,-1.100813131476990891e+00,-1.470735568290219841e-01,-7.772254723154322642e-01,3.049459861902760749e-01,-8.902614885563574498e-01,1.919908216867972639e+00,-6.968419939175099498e-02,-1.223322384587327699e-01,-9.331815689041028650e-01,1.607082146642201392e+00,-5.428041720731445752e-01,-1.429300645610110526e-02,-1.637114636435330062e-01,1.007111634116760746e+00,1.075891848925152328e+00,5.623558870825461943e-03,2.356358240515121494e-01
8,-1.702209570079302514e+00,6.695956459023075791e-01,6.990333113672265730e-01,2.514766455029875392e+00,3.902494699544835632e-01,-4.505393141796229517e-01,-1.292402715722822948e-01,-3.467366623907198742e-01,-8.786087624846816713e-02,-4.204964317796163198e-01,1.532640670494282709e-02,9.828064500678065363e-01,1.505706659871254016e-01,-1.052270840757287829e+00,-1.311214525243852291e-01,-8.378711220493084699e-01,7.251802158882311167e-01,-4.054929543145305848e-01,7.431829252660259073e-03,-5.868852631756079630e-01,-5.859698618012375571e-01,1.271668670324668238e+00,-7.071830452411344801e-03,-2.148027479753872870e-01,5.617837378959734673e-01,-1.393938744045365996e-01,7.693136782501253101e-01,3.353915367202723319e-01,-1.787009872581890590e-01,-8.391550598443371645e-02
1,6.375702203994234374e+00,3.985591038815585296e+00,5.859275737989707578e-01,-1.473066476435136163e-01,9.624856913905454059e-01,5.193090070078640874e-01,1.971767276326735485e-01,-5.265392117358855817e-01,2.115168976432609593e+00,-3.247788476175470646e-02,-2.089690635970981258e+00,-1.081056816245636432e+00,-6.621485436317650075e-01,-4.991109897649996241e-01,2.448826273513546037e-01,-3.822084986808293450e-01,3.109782043048480715e-01,-9.595265261329043172e-02,5.103440864658258524e-01,-1.064330863578508701e-01,5.119804524652640243e-01,-1.171530629427543602e+00,-1.284463260400172946e-01,-8.622694846362975729e-02,-5.062044029634555908e-01,6.929764363472328270e-01,5.896596634659175828e-01,6.822622489937311963e-02,1.681419310185260807e+00,2.846493413679446194e-01
7,-2.502775360827941054e+00,1.618161288711220447e+00,1.984913649418963866e+00,1.887762832278159220e+00,8.651201856044968830e-01,-5.903831903524126012e-01,5.631977368878240409e-01,7.075766545488479942e-01,-3.412609736189487486e-01,-1.611721463161547963e+00,7.571091760194542664e-01,-7.775026571854135038e-02,1.147178767387847964e+00,-1.669817896331126095e-01,-4.482397785998605277e-01,-3.765743598677148696e-01,2.353575680033649642e-01,-1.230369201846336913e-01,-2.003251258738480284e-02,-6.396847578236513066e-01,8.100164481406803008e-01,-3.293609741949365954e-01,2.634498015149270081e-02,-1.836071135440905944e-01,-1.146984442772330803e+00,1.770632935268791730e+00,1.224999337910691322e-01,2.077835923199159163e-01,-4.068552950228261911e-01,-9.369158025757751140e-01
3,2.568850089656701474e+00,-6.444915752342743609e+00,1.087840346805696079e+00,4.221892829242185341e-01,1.512956208031325023e+00,4.945038677530394500e-01,-5.771694959905824263e-01,-1.836738231941188904e+00,4.366707640153206782e-01,6.868611821235022508e-02,3.395240365540722616e-01,5.176063171028473242e-01,8.644038843461260280e-02,-2.535118077328132324e-01,-2.301095858459377141e-01,-3.088622453317368399e-01,-7.573192128936782064e-01,1.519584958611446046e+00,1.914522199634029753e-01,-4.806158525567735817e-01,-1.518105853216735968e+00,6.603709998703125583e-01,-3.313008658182473032e-02,1.146536545289965181e+00,5.714923620044998209e-01,-1.197769851502118905e-02,-5.059178154822744355e-01,-2.542737247762938968e-01,2.092828990700487946e-01,3.941968992900119484e-01
10,-2.603433252425386701e+00,5.969308156822135114e-01,-1.935884415447310047e+00,2.736079085249823462e-01,1.680849609604623263e+00,-1.666449333518639220e+00,-2.525676552278408038e-01,-4.237764353027301256e-01,-1.464468160474995395e-01,1.445643512861567170e-01,1.909161925036817253e+00,-9.549829786360987116e-01,-1.005272883133520034e+00,6.717561435861808539e-01,9.181910596144903236e-01,6.457991384866071938e-01,-3.867381787960141176e-02,1.344404436735834041e-01,-8.187932502690724590e-01,2.786131161958984581e-01,1.003139520877366131e+00,2.094618967487458516e-01,9.187261461865808831e-02,1.128258560965767154e+00,1.044310306512209241e+00,4.933322078346542572e-01,8.838582961230699864e-01,1.633447537686331330e+00,-9.071244729080089053e-01,6.660694760117388258e-01
